acronym_,expansion,id,text
DRR,Disaster Risk Reduction,2275,"For example, an initiative of the International Strategy for Disaster Reduction, supported by the African Union and the New Partnership for Africa's Development, UNDP and the World Bank, resulted in the African Regional Strategy for DRR, which was endorsed by African heads of State in Addis Ababa in July 2004."
OctaBDE,Octabromodiphenyl ether,2276,"COMMERCIAL OCTABROMODIPHENYL ETHER DRAFT RISK PROFILE Draft prepared by the ad hoc working group on C-OctaBDE under the Persistent Organic Pollutants Review Committee of the Stockholm Convention August 2007 EXECUTIVE SUMMARY The European Union and its Member States, which are Parties to the Stockholm Convention, submitted a proposal in July 2006 for listing octabromodiphenyl ether in Annex A of the Stockholm Convention pursuant to paragraph 1 of Article 8 of the Convention, and the"
OctaBDE,Octabromodiphenyl ether,2277,Consideration of draft risk profiles (a) OctaBDE The Committee will have before it notes by the Secretariat on the draft risk profile for octabromodiphenyl ether (UNEP/POPS/POPRC.3/14) and on comments and responses relating to the draft risk profile for octabromodiphenyl ether (UNEP/POPS/POPRC.3/INF/16).
OctaBDE,Octabromodiphenyl ether,2278,"Consideration of chemicals newly proposed for inclusion in Annexes A, B or C of the Convention: (a) OctaBDE; (b) Pentachlorobenzene; (c) Short-chained chlorinated paraffins; (d) Alpha hexachlorocyclohexane; (e) Beta hexachlorocyclohexane."
OctaBDE,Octabromodiphenyl ether,2279,"(a) OctaBDE The Committee will have before it a proposal by European Community and its member States that are Party to the Convention for listing octabromodiphenyl ether in Annexes A, B or C of the Convention (UNEP/POPS/POPRC.2/INF/4) and a summary of the proposal prepared by the Secretariat (UNEP/POPS/POPRC.2/12)."
OctaBDE,Octabromodiphenyl ether,2280,Consideration of draft risk profiles on: (a) OctaBDE; (b) Pentachlorobenzene; (c) Short-chained chlorinated paraffins; (d) Alpha hexachlorocyclohexane; (e) Beta hexachlorocyclohexane.
OctaBDE,Octabromodiphenyl ethe,2281,"COMMERCIAL OCTABROMODIPHENYL ETHER DRAFT RISK PROFILE Draft prepared by the ad hoc working group on C-OctaBDEr under the Persistent Organic Pollutants Review Committee of the Stockholm Convention August 2007 EXECUTIVE SUMMARY The European Union and its Member States, which are Parties to the Stockholm Convention, submitted a proposal in July 2006 for listing octabromodiphenyl ether in Annex A of the Stockholm Convention pursuant to paragraph 1 of Article 8 of the Convention, and the"
OctaBDE,Octabromodiphenyl ethe,2282,Consideration of draft risk profiles (a) OctaBDEr The Committee will have before it notes by the Secretariat on the draft risk profile for octabromodiphenyl ether (UNEP/POPS/POPRC.3/14) and on comments and responses relating to the draft risk profile for octabromodiphenyl ether (UNEP/POPS/POPRC.3/INF/16).
OctaBDE,Octabromodiphenyl ethe,2283,"Consideration of chemicals newly proposed for inclusion in Annexes A, B or C of the Convention: (a) OctaBDEr; (b) Pentachlorobenzene; (c) Short-chained chlorinated paraffins; (d) Alpha hexachlorocyclohexane; (e) Beta hexachlorocyclohexane."
OctaBDE,Octabromodiphenyl ethe,2284,"(a) OctaBDEr The Committee will have before it a proposal by European Community and its member States that are Party to the Convention for listing octabromodiphenyl ether in Annexes A, B or C of the Convention (UNEP/POPS/POPRC.2/INF/4) and a summary of the proposal prepared by the Secretariat (UNEP/POPS/POPRC.2/12)."
OctaBDE,Octabromodiphenyl ethe,2285,Consideration of draft risk profiles on: (a) OctaBDEr; (b) Pentachlorobenzene; (c) Short-chained chlorinated paraffins; (d) Alpha hexachlorocyclohexane; (e) Beta hexachlorocyclohexane.
OctaBDE,octabromodiphenyl ether,2286,"The representative of a regional economic integration organization and its member States proposed the amendment of the relevant annexes to the Convention by adding pentachlorobenzene, OctaBDE and shortchained chlorinated paraffins; he said that he would submit a formal proposal along those lines to the Secretariat in time for the next meeting of the Persistent Organic Pollutants Review Committee."
OctaBDE,octabromodiphenyl ether,2287,"The report summarizes the results of the ""track A"" and ""track B"" technical reviews of the dossiers forwarded to the Task Force by the Executive Body after its twenty-third session of hexachlorobutadiene (HCBD), OctaBDE (Octa-BDE), polychlorinated naphthalenes (PCN), pentachlorobenzene (PeCB) and short-chain chlorinated paraffins (SCCP), as well as results of ""track B"" reviews, including the exploration of management options, of substances accepted as POPs by the Executive Body at its twenty-third session: pentabromodiphenyl ether (Penta-BDE) and perfluorooctane sulfonates (PFOS)."
OctaBDE,octabromodiphenyl ether,2288,"In addition, assessments are starting on substances newly proposed by the European Community for addition to the Protocol annexes (hexachlorobutadiene, OctaBDE, pentachlorobenzene, polychlorinated naphthalenes, short-chain chlorinated paraffins)."
OctaBDE,octabromodiphenyl ether,2289,"(a) Octabromodiphenyl ether The Committee will have before it a proposal by European Community and its member States that are Party to the Convention for listing OctaBDE in Annexes A, B or C of the Convention (UNEP/POPS/POPRC.2/INF/4) and a summary of the proposal prepared by the Secretariat (UNEP/POPS/POPRC.2/12)."
OctaBDE,octabromodiphenyl ether,2290,"The Executive Body will need to consider any further action necessary in the light of the results of the technical reviews of the dossiers reported to the Working Group on Strategies and Review by the Task Force on POPs (ECE/EB.AIR/WG.5/2006/10), namely: ""track A"" and ""track B"" reviews of hexachlorobutadiene (HCBD), OctaBDE (Octa-BDE), polychlorinated naphthalenes (PCN), pentachlorobenzene (PeCB) and short-chain chlorinated paraffins (SCCP); and ""track B"" reviews, including the exploration of management options, of substances accepted as POPs by the Executive Body at its twenty-third session: pentabromodiphenyl ether (PentaBDE) and perfluorooctane sulfonates (PFOS) following the reviews of dos"
OctaBDE,octabromodiphenyl ether,2291,"General 7 August 2006 Original: English Persistent Organic Pollutants Review Committee Second meeting Geneva, 6 - 10 November 2006 Item 6 (a) of the provisional agenda* Consideration of chemicals newly proposed for inclusion in Annexes A, B or C of the Convention: OctaBDE Summary of OctaBDE proposal Note by the Secretariat The annex to the present note provides a summary prepared by the Secretariat of the proposal submitted by the European Union and its member States that are Party to the Stockholm Convention on Persistent Organic Pollutants for listing OctaBDE (commercial mixture) in Annexes A, B or C of the"
I'M,of the maximum luminous intensity,2292,"on headlamps meeting the requirements of this Regulation in respect of the driving beam, an indication I'M expressed by a reference mark as defined in paragraph 6.3.2.1.2."
I'M,of the maximum luminous intensity,2293,"amend to read: In the case of grouped or reciprocally incorporated driving beam headlamps, indication I'M of the driving beams as a whole shall be expressed as above."""
I'M,of the maximum luminous intensity,2294,"on Class D headlamps meeting the requirements of this Regulation in respect of the driving beam, an indication I'M expressed by a reference mark, as defined in paragraph 6.3.2.1.2."
I'M,of the maximum luminous intensity,2295,"below, placed near the circle surrounding the letter 'E'; in the case of reciprocally incorporated headlamps, indication I'M of the driving beams as a whole shall be expressed as above."
I'M,reference mark,2296,"The gas flame is adjusted to a height of 38 mm, using the I'M in the chamber, the air intake of the burner being closed."
I'M,reference mark,2297,The I'M is disregarded.
I'M,reference mark,2298,"The I'M is disregarded."""
I'M,reference mark,2299,"on headlamps meeting the requirements of this Regulation in respect of the driving beam, an indication of the maximum luminous intensity expressed by a I'M as defined in paragraph 6.3.2.1.2."
H-MOSS,headquarters minimum operating security standards,2300,"It also includes resources for limited additional facility upgrades relating to compliance with the H-MOSS, the global identification component for a global access control system and for training, both specialized for security professionals and for the staff at large."
H-MOSS,headquarters minimum operating security standards,2301,"Additional requirements are sought to complete Phase III of the project, which includes the replacement of high voltage detectors and installation of fan shutdown systems to meet H-MOSS and city fire codes."
H-MOSS,headquarters minimum operating security standards,2302,In the light of the findings of the review of compliance with the H-MOSS this strength appears to be inadequate.
H-MOSS,headquarters minimum operating security standards,2303,The United Nations Office at Vienna has recently reviewed its current security arrangements to ensure compliance with the H-MOSS.
H-MOSS,headquarters minimum operating security standards,2304,No United Nations headquarters location is fully compliant with the H-MOSS.
H-MOSS,headquarters minimum operating security standards,2305,External security specialists were engaged by the United Nations to thoroughly review the material and provide an external validation of the H-MOSS.
H-MOSS,Headquarters Minimum Operating Security Standards,2306,"The proposal would include viable alternatives where possible and assessment of their impact on achieving H-MOSS, as well as measures to prevent cost overruns."
H-MOSS,Headquarters Minimum Operating Security Standards,2307,"In his note to the Assembly dated 3 March 2004 (A/58/727), the Secretary-General advised the Assembly that, given the ongoing review of UNON compliance with the H-MOSS, he would submit the requested report to the Assembly at its fifty-ninth session."
H-MOSS,Headquarters Minimum Operating Security Standards,2308,"Summary In response to the request made by the General Assembly in paragraph 4 of its resolution 58/263 of 23 December 2003 and following a review of location of premises for all non-essential operations as part of ensuring compliance with the H-MOSS, the United Nations Office at Nairobi (UNON) has undertaken a feasibility study for the operation of guided tours, gift shops and other activities on UNON premises, aimed at promoting the image of the United Nations."
H-MOSS,Headquarters Minimum Operating Security Standards,2309,"th the H-MOSS, he would submit the requested report to the Assembly at its fifty-ninth session."
H-MOSS,Headquarters Minimum Operating Security Standards,2310,"However, owing to security considerations and as stated in the H-MOSS, new directives on tighter access control of third parties were issued as well as restrictions on the utilization of United Nations premises for commercial activities."
H-MOSS,Headquarters Minimum Operating Security Standards,2311,"Programme Planning, Budget and Accounts), introducing the report of the Secretary-General on the possibility of operating guided tours, bookstores and gift shops at the United Nations Office at Nairobi and the cost implications thereof (A/59/793), said that the United Nations Office at Nairobi (UNON) had reviewed the possibility and scope of such activities in the light of the introduction of the H-MOSS."
H-MOSS,Headquarters Minimum Operating Security Standards,2312,The location of these operations was recently reviewed in the context of compliance of the compound with H-MOSS.
IUCN,International Union for Conservation of Nature,2313,"The activities involve the coordinated participation of various donors: USAID, the Finnish International Development Agency (FINNIDA), the Danish International Development Agency (DANIDA), GTZ, France, CIDA, and the European Union; cooperation agencies connected with the environment, including the IUCN and Natural Resources, the World Wide Fund for Nature, the World Resources Institute and IICA; United Nations agencies, such as UNDP and the Food and Agriculture Organization of the United Nations (FAO); and organizations representing civil society."
IUCN,International Union for Conservation of Nature,2314,"al Law and Development, Global Education Associates, Greenpeace International, International Coastal and Ocean Organization, International Institute for Sustainable Development, International Scientific Council for Island Development, International Synergy Institute, Island Resources Foundation, Marine Environmental Research Institute, The Nature Conservancy, Netherlands National Committee of the IUCN and Natural Resources, O Le Siosiomaga Society, Inc., Pacific Concerns Resource Centre, Nuclear Free and Independent Pacific Movement, Pan-African Movement, Panos Institute, Society for International Development, University of the West Indies Centre for Environment and Development, Women and Fisheries Network, Women's Environment and Development Organ"
IUCN,International Union for Conservation of Nature,2315,"In March, UNEP and the IUCN and Natural Resources signed a partnership agreement to strengthen their long-standing world-wide cooperation in resource conservation and sustainable development."
IUCN,International Union for Conservation of Nature,2316,"The observers for the following non-governmental organizations also made statements: International Chamber of Commerce, Inter-Parliamentary Union, International Confederation of Free Trade Unions; IUCN and Natural Resources/World Conservation Union; Third World Network (on behalf of a group of Southern NGOs); Alliance of Northern People for Environment and Development; Women's Environment and Development Organization and Society for International Development."
IUCN,International Union for Conservation of Nature,2317,"As for non-governmental organizations, the IUCN, the Worldwide Fund for Nature and the International Institute on Environment and Development have been mentioned as co-sponsors of follow-up activities."
IUCN,World Conservation Union,2318,"vement for the United Nations, Les Amis de la Terre-Togo, Lutheran World Federation, Réseau Africain pour le Développement, Sahel Defis: Développement Environnement Formation Insertion Sociale, Société Algérienne pour le Droit de l'Environnement, Solidarité pour le Sahel, Solidarity Canada Sahel, Turkish Foundation for Combatting Soil Erosion, Reforestation and the Protection of Natural Habitats, IUCN, World Federation of United Nations Associations, World Learning, World Organization of the Scout Movement - Africa Regional Office, World Young Women's Christian Association and ZERO."
IUCN,World Conservation Union,2319,"The Law of the Mother - Protecting Indigenous Peoples in Protected Areas"" was a publication of the World Wildlife Fund and the IUCN with the support of the Commission of the European Communities."
IUCN,World Conservation Union,2320,"ld Now, OXFAM, Platform for Sustainable Development, Sahel Defis: Développment Environment Formation Insertion Sociale, Société Algérienne pour le Droit de l'Environment, Society for Conservation and Protection of the Environment (SCOPE) Solagral, Solidarity Canada Sahel, Sudanese Red Crescent (SRC), Third World Network, Wilderness Society, Women's Environment and Development Organization (WEDO), IUCN, World Federation of United Nations Associations, World Vision International, World Young Women's Christian Association (World YWCA)."
IUCN,World Conservation Union,2321,"The observers for the following non-governmental organizations also made statements: International Chamber of Commerce, Inter-Parliamentary Union, International Confederation of Free Trade Unions; International Union for Conservation of Nature and Natural Resources/IUCN; Third World Network (on behalf of a group of Southern NGOs); Alliance of Northern People for Environment and Development; Women's Environment and Development Organization and Society for International Development."
IUCN,World Conservation Union,2322,"rtion sociale, Service Extension and Action Research for Communities in the Hills (SEARCH-NEPAL), Société algérienne pour le droit de l'environnement, Society for Conservation and Protection of Environment, Solagral, SOS-Sahel International, Turkish Foundation for Combating Soil Erosion, Reforestation and the Protection of Natural Habitats, Uganda Women Tree Planting Movement, Wilderness Society, IUCN, and Zero."
IUCN,World Conservation Union,2323,", Lutheran World Federation, Nigerian Environmental Study/Action Team (NEST), Proterra, Sahel Defís: Développement Environnement Formation Insertion Sociale, Service Extension and Action Research for Communities in the Hills (SEARCH-NEPAL), Solidarity Canada Sahel, Synergos Institute, Inc., Third World Network, Uganda Women Tree Planting Movement, Women's Environment and Development Organization, IUCN and ZERO."
R&D,research and development,2324,"Its realization during IDNDR calls for annual expenditures for R&D equivalent to 0.1 per cent of the GNP."""
R&D,research and development,2325,"to adapt technology to local circumstances; (iv) Net operational cost, including the cost of raw materials; (v) Cost of import of substitutes; (b) Use in manufacturing as an intermediate good (i) Cost of conversion of existing equipment and product manufacturing facilities; (ii) Cost of patents and designs and incremental cost of royalties; (iii) Capital cost; (iv) Cost of retraining; (v) Cost of R&D; (vi) Operational cost, including the cost of raw materials except where otherwise provided for; (c) End use (i) Cost of premature modification or replacement of user equipment; (ii) Cost of collection, management, recycling, and, if cost effective, destruction of ozone-depleting substances; (iii) Cost of providing technical assistance to reduce consumption and unintended"
R&D,research and development,2326,"Strengthening of local capacities for R&D The Working Group attached great importance to the strengthening of local R&D capacities in efforts to combat desertification: training, support for national and regional R&D institutions and for extension services, establishment of databases meeting specific needs, and implementation of multidisciplinary methods, with the support"
R&D,research and development,2327,"ss of the price and the unsuitability of alternatives to the goods in question; (e) the procuring entity seeks to enter into a contract with the supplier or contractor for the purpose of research, experiment, study or development leading to the procurement of a prototype, except where the contract includes the production of goods in quantities to establish their commercial viability or to recover R&D costs; or (f) the procuring entity applies this Law, pursuant to article 1 (3), to procurement involving national defence or national security and determines that single-source procurement is the most appropriate method of procurement."
R&D,research and development,2328,"Research and development priorities The Working Group agreed, in respect of R&D priorities in the area of desertification, that it was clearly necessary to improve knowledge of the climatic, physical and technical causes of the phenomenon but that research on the socio-economic causes which had been somewhat neglected so far, must be given increasing weight in the work undertaken because of their important role in the process."
R&D,research and development,2329,"struction, it is necessary for the procuring entity to negotiate with suppliers or contractors; (b) when the procuring entity seeks to enter into a contract for the purpose of research, experiment, study or development leading to the procurement of a prototype, except where the contract includes the production of goods in quantities sufficient to establish their commercial viability or to recover R&D costs; (c) when the procuring entity applies this Law, pursuant to article 1 (3), to procurement involving national defence or national security and determines that the selected method is the most appropriate method of procurement; or (d) when tendering proceedings have been engaged in but no tenders were submitted or all tenders were rejected by the procuring entity pursu"
R&D,research and developmen,2330,"Its realization during IDNDR calls for annual expenditures for R&Dt equivalent to 0.1 per cent of the GNP."""
R&D,research and developmen,2331,"to adapt technology to local circumstances; (iv) Net operational cost, including the cost of raw materials; (v) Cost of import of substitutes; (b) Use in manufacturing as an intermediate good (i) Cost of conversion of existing equipment and product manufacturing facilities; (ii) Cost of patents and designs and incremental cost of royalties; (iii) Capital cost; (iv) Cost of retraining; (v) Cost of R&Dt; (vi) Operational cost, including the cost of raw materials except where otherwise provided for; (c) End use (i) Cost of premature modification or replacement of user equipment; (ii) Cost of collection, management, recycling, and, if cost effective, destruction of ozone-depleting substances; (iii) Cost of providing technical assistance to reduce consumption and unintended"
R&D,research and developmen,2332,"Strengthening of local capacities for R&Dt The Working Group attached great importance to the strengthening of local R&Dt capacities in efforts to combat desertification: training, support for national and regional R&Dt institutions and for extension services, establishment of databases meeting specific needs, and implementation of multidisciplinary methods, with the support"
R&D,research and developmen,2333,"ss of the price and the unsuitability of alternatives to the goods in question; (e) the procuring entity seeks to enter into a contract with the supplier or contractor for the purpose of research, experiment, study or development leading to the procurement of a prototype, except where the contract includes the production of goods in quantities to establish their commercial viability or to recover R&Dt costs; or (f) the procuring entity applies this Law, pursuant to article 1 (3), to procurement involving national defence or national security and determines that single-source procurement is the most appropriate method of procurement."
R&D,research and developmen,2334,"Research and development priorities The Working Group agreed, in respect of R&Dt priorities in the area of desertification, that it was clearly necessary to improve knowledge of the climatic, physical and technical causes of the phenomenon but that research on the socio-economic causes which had been somewhat neglected so far, must be given increasing weight in the work undertaken because of their important role in the process."
R&D,research and developmen,2335,"struction, it is necessary for the procuring entity to negotiate with suppliers or contractors; (b) when the procuring entity seeks to enter into a contract for the purpose of research, experiment, study or development leading to the procurement of a prototype, except where the contract includes the production of goods in quantities sufficient to establish their commercial viability or to recover R&Dt costs; (c) when the procuring entity applies this Law, pursuant to article 1 (3), to procurement involving national defence or national security and determines that the selected method is the most appropriate method of procurement; or (d) when tendering proceedings have been engaged in but no tenders were submitted or all tenders were rejected by the procuring entity pursu"
PG,Provincial government,2336,PGs 14.
PG,Provincial government,2337,PGs have urged upon their courts in these cases an interpretation of the Charter which would deny any protection of Covenant rights and consequently leave the complainants without the basic necessities of life and without any legal remedy.
PG,Provincial government,2338,PGs have an essential role in organizing the reception of refugees and placing them in municipalities.
PG,Provincial government,2339,"f institutional structures: technical assistance and training; mains connections, including sewerage, inside the home; environmental monitoring; legal monitoring; social assistance Urban population with unmet basic needs in areas with 20,000 inhabitants or more Areas throughout the country with 20,000 inhabitants or more Flood Victims' Programme/ house repair subprogramme Ministry of the Interior PGs Reconstruction of areas affected by the 1992 flooding Building and repair of dwellings affected by flooding Families with basic unmet needs affected by the 1992 flooding Buenos Aires, Chaco, Corrientes, Formosa, Misiones and Santa Fé Provincial emergency coordination sections, housing agencies and municipalities E/1990/6/Add.6 Article 12 194."
PG,Provincial government,2340,"PG support for 1994 was $5.8 billion, of which $300 million were capital grants allocated to build or renovate schools; $8 billion were levied by school boards from their local tax base."
PG,Provincial government,2341,"PGs had been asked to focus on the Year, in a national effort to ensure that issues of the Indian and Inuit communities were recognized."
PG,Programme,2342,"The secretariat will present some existing documents relating to the subject issued by other Divisions of the UN/ECE and other bodies and specialized agencies of the United Nations, such as the United Nations Environment PG/International Register for Potentially Toxic Chemicals (UNEP/IRPTC), the International Labour Organisation (ILO), the Food and Agriculture Organization of the United Nations(FAO), and the World Health Organization (WHO)."
PG,Programme,2343,"The President of the Committee, Mrs. Carola Bjorklund, opened the meeting and welcomed all the participants, including the representatives from the Interim Multilateral Fund (""IMLF"") and the three implementing agencies of IMLF, i.e. United Nations Development PG (UNDP), United Nations Environment PG/Industry and Environment/PG Activity Centre (UNEP/IE/PAC) and the World Bank, who were participating in the meeting of the Implementation Committee for the first time."
PG,Programme,2344,"The Secretariat expressed its gratitude to the Global Resource Information Database PG Activity Centre (GRID/PAC) of UNEP, Nairobi for the excellent professional assistance given to the Secretariat for developing a new database system."
PG,Programme,2345,The United Nations Development PG 16.
LEG,Legal,2346,Consideration of the report of the Executive Director: - Implementation of the Montreal Protocol and its Amendment and adjustments; - Establishment of Financial Mechanism under Article 10 of the amended Protocol; - Reporting of data; - Report of the third meeting of the Ad Hoc Working Group of LEG Experts on Non-Compliance with the Montreal Protocol; - Assessment Panels and the terms of reference for 1993; - Proposals for further adjustments and amendment; - Other recommendations of the Open-ended Working Group.
LEG,Legal,2347,To note with appreciation the work of the Ad Hoc Working Group of LEG Experts on Non-Compliance with the Montreal Protocol; 2.
LEG,Legal,2348,"Mr. Lee-Bapty (United Kingdom), Co-Chairman of the Open-ended Working Group of the Parties to the Montreal Protocol, said that the report of the LEG Drafting Group (UNEP/OzL.Pro.4/2/Rev.1), which was before the Meeting, reflected the outcome of the meetings of the Open-ended Working Group and their own drafting."
LEG,Legal,2349,"It also had before it a note by the Executive Director on further adjustments and amendment to the Montreal Protocol (UNEP/OzL.Pro.4/10 and Corr.1 and Add.1), a note by the Executive Director on contributions to the Interim Multilateral Fund (UNEP/OzL.Pro.4/13 and Corr.1), draft decisions (UNEP/OzL.Pro.4/L.1/Rev.1), the report of the LEG Drafting Group prepared during the eighth meeting of the Open-ended Working Group (UNEP/OzL.Pro.4/2/Rev.1), the report of the eighth meeting of the Open-ended Working Group of the Parties (UNEP/OzL.Pro/WG.1/8/2) and the report of the Preparatory Meeting (UNEP/OzL.Pro.4/Prep/2), and the reports of the first and second meetings of the Bureau of the Third Meeting of the Parties to the Montreal"
LEG,Legal,2350,The members of the Committee fully supported the work produced by the Ad Hoc Working Group of LEG Experts and had noted with satisfaction that the Preparatory Meeting for the Fourth Meeting of the Parties had responded positively to the proposed non-compliance procedure as contained in annex IV of the draft decisions before the Meeting (UNEP/OzL.Pro.4/L.1/Rev.1).
LEG,Legal,2351,"After extensive deliberations and informal consultations, the Meeting agreed on final versions of the draft adjustments to the Protocol, the draft Amendment to the Protocol and the draft decisions submitted to it by the Preparatory Meeting on the basis of a revision of the report of the LEG Drafting Group prepared during the Meeting (UNEP/OzL.Pro.4/2/Rev.2 and Corr.1) and a revised text of the draft decisions (UNEP/Pro/OzL.Pro.4/L.1/Rev.2 and Corr.1 and Add.1)."
LEG,Least Developed Countries Expert Group,2352,"The Adaptation Strategies Unit organized two meetings of the LEG, which is entrusted with supporting the preparation, by least developed countries Parties, of national adaptation programmes of action."
LEG,Least Developed Countries Expert Group,2353,"prepared following the structure set out in section F below; Public review and revision: the NAPA document will undergo public review and be revised accordingly; The final review process: the NAPA document, including the profiles, will be reviewed by a team of government and civil society representatives, including the private sector, who may take into consideration any advice solicited from the LEG; National government endorsement of the NAPA: after the NAPA has been prepared, it will be submitted to the national government for endorsement."
LEG,Least Developed Countries Expert Group,2354,"roviding recommendations on capacity building needs for NAPA implementation, taking into account the Capacity Development Initiative of the GEF and other relevant capacity building initiatives, as appropriate By end of September 2003 Organizing a workshop, with the participation of LDC stakeholders, to exchange views on the process of preparation of NAPAs To be decided Annex II Composition of the LEG The members of the LEG, as at 26 February 2002, were as follows: Mr. Mohamed ALI (Maldives) Mr. Lubinda AONGOLA (Zambia) Mr. Philip BAKER (Canada) Mr. Henk BOSCH (Netherlands) Mr. Paul DESANKER (Malawi) Mr. Tim FOY (United Kingdom) Mr. Bubu JALLOW (Gambia) Mr. Mizanur R. KHAN (Bangladesh) Mr. Johnson NAVITI(Vanuatu) Ms. Isab"
LEG,Least Developed Countries Expert Group,2355,Matters relating to the least developed countries: report of the LEG.
LEG,Least Developed Countries Expert Group,2356,"Programme of work of the LEG Activity Time frame Providing advice on the preparation and implementation strategy of NAPAs, including the identification of data sources, upon request Ongoing Facilitating information exchange Developing recommendations on the promotion of regional synergies Developing recommendations on the promotion of synergies with other multilateral environmental agree"
CCE,Coordination Centre for Effects,2357,ICP Integrated Monitoring: Prepare a report/paper on observed trends in sulphur and nitrogen fluxes; Estimation of cumulative nitrogen deposition and its effects (with the CCE); Calculation of critical loads using monitoring site data.
CCE,Coordination Centre for Effects,2358,Earmarked contributions to the CCE and its work for ICP Modelling and Mapping.
CCE,Coordination Centre for Effects,2359,"Annex VI The twenty-second meeting of the Task Force was held in Sofia on 26 and 27 April 2007, after the seventeenth CCE workshop held from 23 to 25 April."
CCE,Coordination Centre for Effects,2360,ICP-M&M: Earmarked contributions to the CCE and its work for ICP Modelling and Mapping.
CCE,Coordination Centre for Effects,2361,The mapping of critical loads for Europe has been undertaken by the CCE which was created by the Executive Body of the Convention.
CCE,Coordination Centre for Effects,2362,"6/ ICP on Mapping Critical Levels and Loads; Lead Country: Germany; CCE: Netherlands Environmental Assessment Agency, Bilthoven, Netherlands."
CCE,Continental Central Europe,2363,"Application of the climate change scenarios (""CC"") resulted in a decrease of the AFst6 for winter wheat (even with an increase in tropospheric background O3 concentration: ""CC+O3"") for most of Europe, but not for CCE (figure 1)."
CCE,Continental Central Europe,2364,"EVIDENCE OF OZONE DAMAGE AT THE REGIONAL SCALE To further analyse the evidence for damaging effects of ozone pollution, the database was divided into the following five geographical regions: Northern Europe, Atlantic Central Europe, CCE, Eastern Mediterranean and Western Mediterranean."
CCE,Continental Central Europe,2365,"However, CCE had SMD limitation under current but not future climate conditions, which was primarily due to the shifting of the growth period to earlier in the year, which coincided with heavier precipitation events."
CCE,Continental Central Europe,2366,"This explained why the AFst6 for winter wheat did not decrease in CCE under the ""CC"" scenario compared to the current year (1997) AFst6."
CCE,Continental Central Europe,2367,"ICP Vegetation has developed, in collaboration with ICP Forests and EMEP Meteorological Synthesizing Centre-West (MSC-West), forest tree flux-based O3 risk assessment methods using localized parameterizations for representative species and species ecotypes for four different European climatic regions (Northern Europe, Atlantic Continental Europe, CCE and the Mediterranean)."
CCE,Continental Central Europe,2368,"Figure 2 shows such a situation occurring in Northern Europe, CCE and the Western Mediterranean."
EM,Ecosystem management,2369,(a) Inventory and management; (b) EM; (c) Restoration and rehabilitation of areas; (d) Alternative use; (e) Monitoring and evaluation; (f) Efficiency in marketing and trade in goods and services from the mangrove ecosystem; and (g) Capacity-building.
EM,Ecosystem management,2370,Integrated environmental assessment is the foundation upon which UNEP will base the Medium-term Strategy with regard to: (a) Climate change; (b) Disasters and conflicts; (c) EM; (d) Environmental governance; (e) Harmful substances and hazardous waste; (f) Resource efficiency - sustainable consumption and production.
EM,Ecosystem management,2371,"G3-SG1-SAS1 National policy, legal and regulatory framework for environmentally sustainable development EM and biodiversity conservation objectives integrated into productive sector plans and activities."
EM,Ecosystem management,2372,Future developments are as follows: (a) Water conservation and climate change in degraded lands in the Middle East (at the international level); (b) Environmental management of fruit and pine forests in the Mediterranean; (c) Management of torrential floods for resource conservation and soil erosion; (d) EM of the Akkar Nahr El Kabir watershed; (e) Upgrading and centralization of a public sector GIS; (f) Assessment of environmental sensitivity and proper land use of coastal urban areas.
EM,Ecosystem management,2373,B. EM reference points EM is being referred with increasing frequency as the necessary basis for fisheries management.
EM,Eastern Mediterranean,2374,EM 30.
EM,Eastern Mediterranean,2375,"Similarly, in the EM and Western Asia, there has been a correspondingly rapid increase in the demand for water."
EM,Eastern Mediterranean,2376,"In October 1993, ESCWA co-organized, with the University Rehabilitation Institute at Ljubljana, the International Society for Prosthetics and Orthotics and the Government of Jordan, a workshop for key medical and technical personnel in prosthetics and orthotics for the Western Asia and EM region (Amman, 8-15 October 1993)."
EM,Eastern Mediterranean,2377,"The Union of Turkish Engineers and Architects, together with the office of the International Union of Local Authorities for the EM and Middle East Region, are very well placed to support preparatory activities for the Conference, notably partners forums for professional associations and academic institutions, mayors and city associations."
EM,Eastern Mediterranean,2378,"By virtue of the decentralized structure of the World Health Organization, the WHO Regional Office for the EM which is based in Alexandria, conducts privileged high-level policy dialogues with the League of Arab States."
EM,Eastern Mediterranean,2379,"WHO observed that its Regional Office for the EM, in cooperation with Member States, would consider the development of ""health legislation country profiles"" which would provide a brief listing and analysis of the major health and health-related laws and regulations in each country of the region."
UNF,UN Foundation,2380,"This project, which is financed by the United States Environmental Protection Agency (US EPA) and the UNF, will run for three years commencing in 2005; (b) to seek to facilitate financing of CMM projects in Central and Eastern Europe and the CIS, including through actively engaging in a dialogue with the international finance community to understand their needs and the barriers to funding of CMM projects in this region; (c) to provide a forum for exchange of information and experience on"
UNF,UN Foundation,2381,"This project, which is being funded by the United States Environmental Protection Agency (US EPA) and the UNF, is due to commence activities in the first quarter of 2005."
UNF,UN Foundation,2382,A new project would leverage UNF and co-financing partner support for developing projects and for setting up a fund into a series of energy efficiency investments.
UNF,UN Foundation,2383,"This project, which is financed by the United States Environmental Protection Agency (US EPA) and potentially also the UNF, is scheduled to commence activities in the first quarter of 2005."
